Título,Resumo,Ano,Link,DOI,Cat_Ancora,Ancoras_Identificadas,Score_Elite,Fonte
Charting the rise of ONNX in swift image processing: a publications exploration,,2024,https://doi.org/10.1117/12.3013813,10.1117/12.3013813,Liquidacao_Interbancaria,SWIFT,0.0,Crossref
Energy stability of the temporal nonuniform fractional BDF2 scheme for the time fractional swift-Hohenberg equation,"<jats:title>Abstract</jats:title>
               <jats:p>This paper introduces a high-order nonuniform finite difference scheme for the time-fractional Swift-Hohenberg equation, leveraging a nonuniform fractional BDF2 formula. The scheme’s unique solvability is established via the Brouwer theorem. By exploiting the discrete gradient structure of the fractional BDF2 formula, the energy stability of the difference scheme is theoretically derived. Numerical experiments validate the scheme’s accuracy and confirm the consistency between the discrete energy dissipation behavior and theoretical predictions.</jats:p>",2025,https://doi.org/10.1088/1742-6596/3119/1/012005,10.1088/1742-6596/3119/1/012005,Liquidacao_Interbancaria,SWIFT,0.0,Crossref
Expressive completeness by separation for discrete time interval temporal logic with expanding modalities,,2024,https://doi.org/10.1016/j.ipl.2024.106480,10.1016/j.ipl.2024.106480,Liquidacao_Interbancaria,SEPA,0.0,Crossref
Real-Time Low-Latency Music Source Separation Using Hybrid Spectrogram-Tasnet,,2024,https://doi.org/10.1109/icassp48485.2024.10448381,10.1109/icassp48485.2024.10448381,Liquidacao_Interbancaria,SEPA,1.5,Crossref
Applying the swift trust model to human-robot teaming,,2021,https://doi.org/10.1016/b978-0-12-819472-0.00017-4,10.1016/b978-0-12-819472-0.00017-4,Liquidacao_Interbancaria,SWIFT,0.0,Crossref
Trust is Earned (Unless Your Website is Flawed): How Presentation Flaws and Delays Affect Swift Trust Between Individuals,,2025,https://doi.org/10.24251/hicss.2025.531,10.24251/hicss.2025.531,Liquidacao_Interbancaria,SWIFT,0.0,Crossref
Low-Cost Open Source ASIC Design and Fabrication: Creating your own chips with open source software and multiproject wafers,,2024,https://doi.org/10.1109/mssc.2024.3367652,10.1109/mssc.2024.3367652,Liquidacao_Interbancaria,CHIPS,0.0,Crossref
Influence of Mobile App Live Streaming Characteristics on Clothing Impulse Purchase Intention: Mediation of Swift Guanxi and Perceived Trust,"<jats:p>Live streaming enhances the marketing vitality and possibility. However, the academic research on this new marketing method is still insufficient. To fill this literature gap, this paper tests whether the characteristics of mobile app live streaming (MALS) can create the swift guanxi and enhance consumers’ perceived trust, to enhance consumers’ impulse purchase intention of clothing. Based on the literature review, this paper established a live streaming shopping evaluation system including MALS interaction, MALS entertainment, MALS credibility, swift guanxi, perceived trust, and impulse purchase intention. A total of 537 valid questionnaires were collected. The data were analyzed by structural equation model (SEM) and stepwise regression. The results showed that all hypotheses were verified. The MALS characteristics positively affected the swift guanxi and perceived trust, and the swift guanxi and perceived trust positively affected the impulse purchase intention. This paper added the literature on mobile app live streaming and clothing impulse purchase intention. The results provide suggestions for live streaming companies on how to enhance consumers’ impulse purchase intention.</jats:p>",2024,https://doi.org/10.1177/21582440241290005,10.1177/21582440241290005,Liquidacao_Interbancaria,SWIFT,0.0,Crossref
SWIFTGalaxy: a Python package to work with particle groups from SWIFT simulations,,2025,https://doi.org/10.21105/joss.09278,10.21105/joss.09278,Liquidacao_Interbancaria,SWIFT,0.0,Crossref
System on Chips with Enhanced Security and Zero Trust Security Principles,,2025,https://doi.org/10.1007/978-3-031-85044-8_5,10.1007/978-3-031-85044-8_5,Liquidacao_Interbancaria,CHIPS,0.0,Crossref
"swift-emulator: A Python package for emulation of
simulated scaling relations",,2022,https://doi.org/10.21105/joss.04240,10.21105/joss.04240,Liquidacao_Interbancaria,SWIFT,0.0,Crossref
Towards Zero-Trust Hardware Architectures in Safety and Security Critical System-on-Chips,,2024,https://doi.org/10.1109/rage62451.2024.00014,10.1109/rage62451.2024.00014,Liquidacao_Interbancaria,CHIPS,0.0,Crossref
A COMPARATIVE PROFITABILITY ANALYSIS OF VISA AND MASTERCARD,"<jats:p>The banking sector is the fastest growing sector contributing to the financial development of the country with the
advancement in technology. In wake of the COVID-19 pandemic that gripped the world in 2020, the global economy
underwent a rapid digital transformation, and this shift further highlighted the crucial role played by payment
processing networks in facilitating financial transactions.These networks enable the seamless transfer of funds through
card associations and Electronic Fund Transfer (EBT) systems,making it easier for individuals and businesses to conduct
transactions in a safe, secure, and efficient manner.The basic requirement of the study is to find out the effectiveness of
financial services provided by Visa and MasterCard payment networks.</jats:p>",2024,https://doi.org/10.36106/paripex/2703486,10.36106/paripex/2703486,Redes_de_Cartoes,"Mastercard, VISA, Elo",0.0,Crossref
"COMPARATIVE ANALYSIS OF DIGITAL PAYMENT PLATFORMS AND E-COMMERCE GIANTS: A FIVE-YEAR PERFORMANCE AND STRATEGIC DEVELOPMENT STUDY OF VISA, MASTERCARD, AMAZON, AND EBAY",,2025,https://doi.org/10.2139/ssrn.5050048,10.2139/ssrn.5050048,Redes_de_Cartoes,"Mastercard, VISA, Elo",0.0,Crossref
"COMPARATIVE ANALYSIS OF DIGITAL PAYMENT PLATFORMS AND E-COMMERCE GIANTS: A FIVE-YEAR PERFORMANCE AND STRATEGIC DEVELOPMENT STUDY OF VISA, MASTERCARD, AMAZON, AND EBAY","<jats:p>This study conducts a comprehensive comparative analysis of Visa, Mastercard, Amazon, and eBay, focusing on their financial performance, strategic initiatives, and market expansion over a recent five-year period. The research utilizes annual reports and market data to examine the companies' operational efficiencies and strategic trajectories. The findings reveal Visa and Mastercard's robust financial health, characterized by high operating profit margins, signifying their dominance in the digital payments sector. Amazon's vast revenue yet lower profit margins suggest a deliberate reinvestment strategy for market growth, while eBay shows consistent stability in the e-commerce market. The interplay among these entities underscores a dynamic digital economy where strategic partnerships and competitive innovation are crucial. The study's insights are instrumental for stakeholders, providing a nuanced understanding of how these significant players shape and adapt to the digital marketplace, with broader implications for future research on the role of digital transformation in commerce and finance.</jats:p>",2024,https://doi.org/10.62304/jieet.v3i01.76,10.62304/jieet.v3i01.76,Redes_de_Cartoes,"Mastercard, VISA, Elo",0.0,Crossref
"ENTERPRISE ARCHITECTURE FOR AI INTEGRATION IN FINANCIAL SERVICES: A FRAMEWORK FOR RISK MANAGEMENT, CUSTOMER EXPERIENCE, AND OPERATIONAL EFFICIENCY","<jats:p>This article examines the strategic integration of artificial intelligence within financial institutions through the lens of enterprise architecture. The article explores three key application domains: risk management and fraud detection, personalized customer experiences, and automation of routine operations. The article identifies critical success factors for seamless integration with existing systems while maintaining regulatory compliance by analyzing the interplay between AI capabilities and enterprise architecture frameworks. The article highlights how properly architected AI implementations can enhance security protocols, deliver personalized customer journeys, and optimize operational efficiency. This article contributes to both theoretical understanding and practical application by proposing a comprehensive framework that addresses implementation challenges, including data governance, organizational readiness, and change management. Financial institutions can utilize this framework to develop sustainable AI strategies that align with their broader digital transformation objectives while navigating the complex regulatory landscape of the financial services sector.</jats:p>",N/A,https://doi.org/10.22541/au.175373301.12842125/v1,10.22541/au.175373301.12842125/v1,Redes_de_Cartoes,Elo,0.0,Crossref
Financial Stability and Credit Risk in Turkish Participation Banks: A Comparative Analysis,"<jats:p>This paper delves into the evolving landscape of Islamic finance in Türkiye, where Participation Banks (PBs) adhere to Islamic law and ethical principles, setting them apart from Conventional Banks (CBs). The unique nature of PBs demands tailored assessments of their financial health. The primary objective is to evaluate the financial stability and credit risk of Türkiye's PBs through a comparative analysis with CBs. The study employs the Non-Performing Loans (NPL) ratio in conjunction with the Emerging Market (EM) Score model—a modified version of Altman's Z-Score which is widely used in predicting the bankruptcy of firms including banks. The combination provides a comprehensive evaluation and a deeper understanding of financial stability.
Focused on six major PBs—Kuveyt Türk, Albaraka Türk, Türkiye Finans, Ziraat, Vakıf, and Türkiye Emlak—the methodology entails collecting and analyzing financial data from official sources, including the Participant Banks Association of Turkey (TKBB) and the Banking Regulation and Supervision Agency (BRSA).
Anticipated outcomes include enhanced decision-making and the development of robust risk management strategies for Turkish PBs, reinforcing their financial stability. The comparative analysis with CBs aims to unveil competitive advantages and unique challenges, offering valuable insights for policymakers, regulators, and stakeholders in the Turkish banking sector.</jats:p>",2023,https://doi.org/10.58830/ozgur.pub395.c1723,10.58830/ozgur.pub395.c1723,Redes_de_Cartoes,Elo,0.0,Crossref
"A Survey on Model Context Protocol: Architecture, State-of-the-art, Challenges and Future Directions","<jats:p>The rapid proliferation of large-language-model (LLM) services is constrained by three long-standing barriers: stateless integration interfaces, ad-hoc security controls, and the absence of a unified mechanism for injecting rich, multi-turn context. The Model Context Protocol (MCP) has been proposed to overcome these limitations through a session-oriented, JSON-RPC framework that allows LLMs to negotiate capabilities, invoke external tools, and retrieve contextual resources under fine-grained, OAuth 2.1-compliant access control. This article provides the first comprehensive treatment of MCP from a communications-systems perspective. We (i) dissect its layered host-client-server architecture, (ii) formalize its lifecycle and transport semantics, and (iii) benchmark official and community implementations spanning software-development, cloud-automation, healthcare, and cybersecurity domains. Open challenges-including transport-layer latency,token-lifecycle overhead, cross-server privilege escalation, and persistent-context tampering-are analysed in depth, and mitigation strategies rooted in cryptographic hardening, edge caching, and capability-graph isolation are articulated. Finally, we outline a future research agenda that extends MCP toward multimodal payloads, Quick UDP Internet Connection (QUIC)-enabled streaming, and post-quantum credential exchange. By synthesizing protocol design with deployment evidence, the article positions MCP as a pivotal enabler of secure, adaptive, and scalable agentic workflows-marking a decisive forward step in the maturation of real-world LLM applications.</jats:p>",N/A,https://doi.org/10.36227/techrxiv.174495492.22752319/v1,10.36227/techrxiv.174495492.22752319/v1,Redes_de_Cartoes,Elo,1.5,Crossref
Provision of financial services by credit unions in Ukraine as an object of criminal research,"<jats:p>The article examines the issue of the provision of financial services by credit unions in Ukraine as an object of criminological research. The development of the financial sector, entrepreneurship and the competitive environment in Ukraine contributes to changes in all components of the financial market, in particular the financial services market. It is outlined that financial services are a transaction or several transactions related to one legal purpose, with financial means, carried out in the interests of persons other than the provider of such a financial service, as well as services directly defined by special laws as financial services. It is noted that a credit union is a financial institution established on the basis of cooperation in order to meet the needs of its members in mutual lending and the provision of financial and other services, as well as carrying out other activities specified by law, by combining monetary contributions of credit union members and other specified sources. It was found that the activities of a credit union are based on the principles of: voluntary entry and freedom to leave a credit union, equality of credit union members, transparency, etc.
An analysis of the main negative factors that hinder the development of credit unions was carried out, namely: the existence in the credit cooperation market of a number of temporary financial institutions that are created with the aim of illegally enriching a limited circle of persons at the expense of contributions from other participants; violation of cooperative principles in the activities of many credit unions; insufficient solvency and a high level of financial risks; failure of credit unions to comply with the standards recommended by the National Bank of Ukraine, in particular, insufficient effectiveness of control by regulatory authorities; low level of public awareness of the nature and principles of functioning of credit unions; the presence of a «gray» sector, a large number of credit unions that do not have stability, as well as violations of cooperative principles of their activities; asset and liability formation and management policies, appropriate interest rates, and insufficient introduction of new types of services and market innovations.</jats:p>",2025,https://doi.org/10.24144/2788-6018.2025.02.128,10.24144/2788-6018.2025.02.128,Redes_de_Cartoes,Elo,0.0,Crossref
Towards the definition of the concept «water and greenery framework»,"<jats:p>Currently, there is a surge of interest in water and greenery frameworks. Further development of architectural landscaping practice requires a precisely formulated conceptual apparatus. In defining the concept of ""water and greenery framework"", we are based on formal logic and use a generic to specific method of concept definition. Possible alternatives for choosing a generic concept are discussed. The water and greenery framework is considered as a component of the cultural landscape. Further, we consider the general features that the water greenery framework inherits from the generic concept and individual (specific) features that distinguish the water and greenery framework.</jats:p>",2025,https://doi.org/10.47055/19904126_2025_1(89)_18,10.47055/19904126_2025_1(89)_18,Redes_de_Cartoes,Elo,0.0,Crossref
"Zero-Trust Architecture for Multi-Tenant SaaS Platforms on AWS:A Practitioner Framework for Authentication, Authorisation, and KYC in Regulated Financial Services","<jats:p>Multi-tenant Software-as-a-Service (SaaS) platforms operating in regulated financial services face a unique intersection of security, compliance, and operational challenges that traditional perimeter-based architectures cannot adequately address. This paper presents a practitioner framework for implementing Zero-Trust Architecture (ZTA) across all layers of an AWS-hosted SaaS application deployed on Amazon Web Services (AWS), with particular focus on the authentication, authorisation, and Know Your Customer (KYC) verification pipelines that underpin financial compliance obligations. Drawing on direct delivery experience leading engineering teams responsible for identity and access management (IAM) in regulated multi-tenant environments, we describe concrete implementation patterns across seven architectural layers: edge security, identity and authentication, fine-grained authorisation, service-to-service machine identity, data protection, continuous monitoring, and developer access governance. We identify key failure modes, trade-off decisions, and compliance constraints that shape real-world ZTA deployments-aspects absent from theoretical frameworks but critical to practitioners building production systems. Our framework aligns with the US Cybersecurity and Infrastructure Security Agency (CISA) Zero Trust Maturity Model and Executive Order 14028 requirements, offering a reusable reference architecture validated in a production environment serving multiple regulated financial institution tenants. The platform operates in a regulated sector managing pension and retirement contribution obligations for member organisations and their employees, subject to oversight by national financial regulatory authorities. Individual user identities span concurrent organisational affiliations with distinct role assignments and mandatory KYC verification requirements per organisational context-a cross-tenant identity model that introduces authorisation complexity beyond conventional single-tenant frameworks. This compliance burden is significant at industry scale: financial institutions in the United States and Canada alone spend an estimated $61 billion annually on AML and KYC compliance [10], with global AML system spend projected to reach $51.7 billion by 2028 [11], and average per-firm AML/KYC operational spend now standing at $72.9 million annually [12]. Authorisation rules are expressed as policy-as-code using the Cedar language, enabling fine-grained, auditable, per-request access decisions. We conclude with discussion of emerging challenges introduced by agentic AI workloads and the extension of KYC principles to non-human identities.</jats:p>",N/A,https://doi.org/10.2139/ssrn.6775598,10.2139/ssrn.6775598,Redes_de_Cartoes,Elo,0.0,Crossref
Compliance-Native Architecture for Co-Branded Credit Card Platforms: A Multi-Party Financial Integration Framework,"<jats:p>Enterprise financial systems supporting co-branded credit card programs must reconcile the fast pace of innovation with highly regulated PCI DSS, SOC 2, GDPR and FFIEC standards. Existing systems allow compliance testing to be a post-deployment pass/fail validator, introducing gaps while incurring the overhead of remediating violations discovered via compliance testing and audits. Architecture can be compliance-native, as when policy is a system primitive, enforced at runtime by policy engines, and recorded by event-sourced deterministic workflows and cryptographically verifiable logs. Attribute-based access control (ABAC) and declarative policy engines run millions of policy evaluations daily. Sub-millisecond latency is often required. Event sourcing saves all changes as unchangeable ordered sequences so that full audit reconstruction and regulatory explainability are possible. Zero-trust integration patterns establish cryptographic identity proofs and fine-grained trust boundaries across multi-party ecosystems. Large language models help compliance processes by automatically interpreting regulations and providing clear guidelines to make sure people oversee important decisions. Other features include cryptographically verifiable audit logs based on Merkle trees, which can be independently verified for regulatory purposes. The evidence shows that compliance requirements are enabling constraints and not obstacles in the way of velocity and adoption. These empirical deployments in global distributed systems have shown considerably reduced compliance overhead (while preserving the audit trail) and a faster verification cycle. Together with AI-assisted compliance layers and deterministic enforcement mechanisms, these technologies create the basis for scalable, trusted financial systems that turn post hoc requirements into architectural properties.</jats:p>",2026,https://doi.org/10.22399/ijcesen.5002,10.22399/ijcesen.5002,Redes_de_Cartoes,Elo,1.5,Crossref
State-of-the-Art MPI Allreduce Implementations for Distributed Machine Learning: A Survey,"<p>Efficient data communication is pivotal in distributed machine learning to manage the increased computational demands posed by large datasets and complex models. This survey explores the critical role of MPI Allreduce, a collective communication operation, in enhancing the scalability and performance of distributed machine learning. We examine traditional MPI libraries such as MPICH and Open MPI, which offer foundational support across diverse computing environments. Additionally, we delve into specialized implementations like NVIDIA’s NCCL and Intel’s oneCCL, designed to optimize performance on specific hardware platforms. Through a series of case studies, we demonstrate the impact of these optimized MPI Allreduce implementations on training times and model accuracy in real-world applications, such as large-scale image classification and natural language processing. Furthermore, we discuss emerging trends, including algorithmic advancements and hardware-specific optimizations, and the future direction towards automated tuning and integration with modern machine learning frameworks. This survey underscores the necessity of ongoing research and development in MPI Allreduce implementations to meet the evolving demands of distributed machine learning, highlighting its significance in achieving efficient, scalable, and robust distributed systems.</p>",N/A,https://doi.org/10.31219/osf.io/esm7q,10.31219/osf.io/esm7q,Redes_de_Cartoes,Elo,1.5,Crossref
"A 6G network survey: state-of-the-art, issues, and future technologies","<jats:title>Abstract</jats:title>
               <jats:p>Although 5G is commercialized worldwide, research and academic institutions around the world has began to look at beyond 5G, and it is predicted that 6G will develop into green networks that offer a high service quality and energy efficiency. Significant changes in the mobile communications infrastructure are expected to address the needs of modern applications. Researcher’s envision 6G undergoing an immense breakthrough and incorporating traditional mobile terrestrial networks with emerging space, orbital and submerged networks should provide internet connectivity anywhere at any time. This paper provides a comprehensive survey of the transition of wireless to 6G networks. A vision for 6G which could serve as a post-5 G study guide. To assist the vision, a formal architecture for predicting and subdividing future 6G deployment scenarios. Next, we identify key potential 6G features and address the communication technologies needed. The primary emphasis in this survey is on the latest technical developments associated with 6G networks, marked by ubiquitous coverage, the implementation of pervasive AI and an improved network protocol stacking. In addition, related future technologies that help to create secure and socially transparent networks, including terahertz and visible light networking, a modern communication model, block chain, and symbiotic radio. Our study aimed to provide instructive guidelines for future 6G studies.</jats:p>",2025,https://doi.org/10.1088/2631-8695/ade02b,10.1088/2631-8695/ade02b,Redes_de_Cartoes,Elo,0.0,Crossref
Understanding parametric architecture within the framework of architectural typology,"<jats:p>The article deals with the issue of understanding parametric architecture within the framework of the traditional classification of architectural objects and considers the need to develop a new architectural system that can be based on the specifics of parametric architecture form generation and types of spatial structures. Examples of parametric architectural objects within the framework of traditional architectural typology, types of architectural composition and types of spatial structures are given. The principle of working with computer methods and the need to classify parametric objects within a new system based on the traditional one is described.</jats:p>",2023,https://doi.org/10.47055/19904126_2023_2(82)_2,10.47055/19904126_2023_2(82)_2,Redes_de_Cartoes,Elo,0.0,Crossref
Impact of Financial Technology on Credit Accessibility in Emerging Markets: A Comparative Analysis,"<jats:p>The rise of financial technology (Fintech) has fundamentally altered the dynamics of accessing credit in emerging markets, providing new ways to close the gap in financial inclusion. This paper examines the way in which Fintech providers – scaling digital identity systems, AML, alternative credit scoring, and mobile-based interfaces – are reconfiguring access to credit in underserved markets. Using a qualitative approach, it integrates a structured review with comparative case analysis of Kenya, India, and Nigeria, synthesizing peer reviewed and grey literature to assess the potential of Fintech in democratizing credit outcome using peer-reviewed evidence as well as institutional reports. The results show that Fintechs reduce overall cost, coverage, and time to deliver credit among especially informal workers, women, and microenterprises. Benefits, however, are very much dependent on enabling conditions such as legal and regulatory preparedness, digital infrastructure, and legal and security safeguards. It is theoretically based on Financial Intermediation Theory and Innovation Diffusion Theory, and provides a two-fold explanation for both the disintermediation of traditional credit as well as behavior mechanisms leading to Fintech usage. Policy and pragmatic considerations highlight the importance of adaptive governance regimes, ethical data stewardship, and multi-actor collaboration to ensure responsible scaling. It is also consistent with a number of Sustainable Development Goals (SDGs) – such as poverty reduction, gender equality, and economic growth. This research works as an empirically informed and context-specific analysis for the debate on inclusive digital finance and provides strategic implications for policy-makers, Fintech developers and development practitioners aspiring to nurture successful credit ecologies in the Global South.</jats:p>",2026,https://doi.org/10.55220/2576-6821.v10.846,10.55220/2576-6821.v10.846,Redes_de_Cartoes,Elo,0.0,Crossref
"Review of zero-click attacks and zero-trust security model: concepts, architecture, state of the art, and future directions","<jats:title>Abstract</jats:title>
                  <jats:p>The rapid expansion of cloud-native infrastructure and mobile computing has rendered traditional perimeter-based security obsolete, necessitating the development of resilient digital frameworks in alignment with United Nations Sustainable Development Goal 9 (Industry, Innovation, and Infrastructure). This review article investigates the convergence of two critical paradigms: Zero-Click Attacks, which exploit system components without user interaction, and Zero-Trust Architecture (ZTA), the necessary adaptive defence strategy. Adopting the PRISMA-based systematic review methodology, this study synthesises current literature to provide a critical evaluation of the evolution of zero-click vectors, focusing on critical vulnerabilities within Android system components and media processing libraries. The efficacy of current detection methodologies is evaluated, contrasting the limitations of static analysis with the promise of sandbox-based behavioural monitoring. Furthermore, the paper explores the transition from static ZTA policies to AI-driven enforcement, utilising the SmartTrust framework as a primary case study. This hybrid deep learning approach, integrating Convolutional Neural Networks, Long Short-Term Memory networks, and Reinforcement Learning, demonstrates how real-time, context-aware risk scoring can mitigate invisible threats. Finally, the review outlines open research challenges, specifically the scalability of behavioural analysis and the resilience of AI models against adversarial evasion, proposing a strategic roadmap for AI-native Zero-Trust in hyper-connected environments.</jats:p>",2026,https://doi.org/10.1007/s44354-026-00023-4,10.1007/s44354-026-00023-4,Redes_de_Cartoes,Elo,1.5,Crossref
The legal architecture of sustainable finance: a comparative analysis of green finance taxonomies in emerging and developed economies,,2025,https://doi.org/10.1007/s43621-025-01958-4,10.1007/s43621-025-01958-4,Redes_de_Cartoes,Elo,0.0,Crossref
Assessing the financial inclusion of non-State pension services for Russian citizens,"<jats:p>Subject. This article discusses the issues of assessing the availability of pension insurance services. Objectives. The article aims to assess the availability of voluntary pension insurance and non-State pension services for Russian citizens, as well as the potential for public participation in the formation of people's own pension capital. Methods. For the study, we used analytical and statistical methods, and the methods of comparison, and logical and semantic analysis and synthesis. Statistical data of the Pension Fund of the Russian Federation, Bank of Russia, Federal State Statistics Service (Rosstat), as well as the results of sociological research form the information basis of the study. Results. The article defines the concept of financial inclusion, assesses the current state of the infrastructure to provide financial services for voluntary pension insurance and non-State pension support, and analyzes the impact of socio-economic factors on the availability of pension services for the general public. Relevance. The results of the study can be useful to government agencies when developing policies in the field of pension provision and insurance, as well as insurance organizations, non-State pension funds in order to develop and promote elective forms of pensioning.</jats:p>",2022,https://doi.org/10.24891/fc.28.8.1733,10.24891/fc.28.8.1733,Redes_de_Cartoes,Elo,0.0,Crossref
COMPARATIVE ANALYSIS OF STATE-OWNED BANKS’ ROLE IN THE ECONOMY OF EASTERN EUROPE COUNTRIES AND UKRAINE,"<jats:p>The state-owned banks (SOB) hold a prominent position in the national banking systems of most Eastern European countries. In this region, the BUDCs are specialized and mainly represented by national development banks and export-import banks. There is no development bank inUkraine, and the domestic export-import bank, by its profile, runs universal business model that covers retail and corporate clients, as well as a bank-to-bank function.&#x0D;
In general, the SOBs mainly implement four types of national strategic programs: infrastructure development, support for small and medium-sized businesses, regional development, and overcoming sectoral imbalances. These programs are broken down by product into loans, guarantees and subsidies. In some countries, the SOBs also maintain student loans, mortgage loans, support for innovative and start-up businesses. The sources of funding for these programs are capital, funds raised from international financial institutions, and debt through debt issuance. As a rule, the SOB implements these programs through partner financial institutions and regional funds. The indicators of the effectiveness of these programs are the volume of loan portfolios, the number of enterprises created and saved jobs. The quality and profitability of loan portfolios are of secondary importance, but they are also taken into account in evaluating the performance of SOBs.&#x0D;
Based on a comparative analysis of the SOBs’ performance, the authors concluded that it is necessary to implement similar programs inUkraine, taking into account the stage of development of the national economy, sectoral and regional disparities. Firstly, it is necessary to increase the scope of preferential lending to priority industries and regions, with the offer of credit products, loan guarantees and interest rate subsidies. Second, as a national development bank, it is advisable to consolidate one of the state-owned banks, which should undergo asset rehabilitation, transform the resource base, enter the domestic and foreign borrowing markets. Third, the transformation of the public banking sector inUkraineshould occur in parallel with the approval by the Government of Ukraine of national and regional programs of credit stimulation of the economy. It is advisable for each financial support program, to establish key performance indicators (quantifiable and qualitative goals) and to provide monitoring of performance, with adjustments of directions and priorities as needed.</jats:p>",2021,https://doi.org/10.18371/fcaptp.v1i32.200286,10.18371/fcaptp.v1i32.200286,Redes_de_Cartoes,"VISA, Elo",0.0,Crossref
"Comparative Financial Systems and Cross-Border Leadership: A U.S.-Canada Analysis of Credit Union Models, Regulation, and Economic Stability","<jats:p>Cross-border financial expertise has emerged as a critical strategic capability in an increasingly interconnected global economy. The United States and Canada, while deeply integrated through trade, investment, and financial flows, maintain distinct regulatory architectures and institutional structures that shape the performance, resilience, and strategic orientation of their financial systems. Credit unions, as cooperative financial institutions, play a vital role in both countries by advancing financial inclusion, supporting local economies, and enhancing system stability. However, their governance frameworks, regulatory oversight, capital structures, and market positioning differ significantly across jurisdictions. This article develops a comprehensive comparative framework that examines the U.S. and Canadian credit union systems through the lenses of institutional economics, financial stability theory, and leadership strategy. It argues that cross-border integration of regulatory insight, risk governance practices, and organizational capabilities can enhance financial resilience and improve economic outcomes. The study further proposes a leadership-driven model for crossborder financial management, emphasizing adaptive capability, regulatory intelligence, and strategic alignment. The article contributes to the literature by bridging comparative financial systems analysis with leadership theory and by demonstrating how cross-border expertise can support national economic stability. Implications for policymakers, regulators, and financial institutions are discussed in the context of North American economic integration and systemic risk management.</jats:p>",2026,https://doi.org/10.2139/ssrn.6670703,10.2139/ssrn.6670703,Redes_de_Cartoes,Elo,0.0,Crossref
A Conceptual Framework for Integrating Terrestrial Laser Scanning (TLS) into the Historic American Buildings Survey (HABS),"<jats:p>The preservation of historic structures is a complex and evolving field that requires a delicate balance between traditional methods and modern technology. This paper presents a conceptual framework for integrating terrestrial laser scanning (TLS) into the Historic American Buildings Survey (HABS), bridging the gap between the past and the future. By examining the historical context of the HABS and the emerging potential of TLS, the paper explores the feasibility, effectiveness, and methodological considerations for incorporating this advanced technology into the standard heritage building documentation practice. The research is structured into four main chapters, each addressing a critical aspect of the integration process, from the proposal of the study to the development of guidelines for TLS data acquisition, processing, and management. The paper also delves into the selection of projects for case studies, the application of the framework, and a critical evaluation of its effectiveness. As a conceptual paper, it lays the foundation for a Ph.D. dissertation, offering a comprehensive roadmap for future research and practical implementation. The insights and guidelines provided in this paper aim to enhance the accuracy, efficiency, and richness of heritage documentation, contributing to the broader field of heritage preservation and underscoring the importance of embracing technological advancements while honoring historical integrity.</jats:p>",2023,https://doi.org/10.3390/architecture3030028,10.3390/architecture3030028,Redes_de_Cartoes,Elo,0.0,Crossref
Analysis of the current state of microfinance services of non-bank credit institutions,"<jats:p>This article examines the measures taken to develop the activities of non-bank microfinance institutions. It also analyzes the current state of microfinance institutions operating in the country, the comparative status of liabilities and assets of pawnshops in 2020-2021.</jats:p>",2021,https://doi.org/10.5958/2278-4853.2021.00063.x,10.5958/2278-4853.2021.00063.x,Redes_de_Cartoes,Elo,0.0,Crossref
